user_input,retrieved_contexts,response,reference,faithfulness,context_precision,context_recall
Apakah ada dokumen SK mengenai alternatif pengganti skripsi?,"['[Dokumen Akademik] SK Alternatif Skripsi: Surat Keputusan (SK) Alternatif Pengganti Skripsi. Berisi aturan dan ketentuan mengenai jalur kelulusan non-skripsi bagi mahasiswa Informatika.', '[Administrasi Skripsi] Form Daftar Sidang: Form Pendaftaran Ujian Skripsi dan Alternatif Skripsi. Formulir untuk mendaftar sidang akhir atau jalur alternatif pengganti skripsi.', '[Dokumen Akademik] Sertifikat Akreditasi: Dokumen Sertifikat Akreditasi Program Studi Informatika UMSIDA. Dokumen ini digunakan sebagai bukti legalitas status akreditasi prodi untuk keperluan melamar kerja atau studi lanjut.', '[Administrasi Skripsi] Form Acc Dosbing: Form Persetujuan Dosen Pembimbing Skripsi. Bukti tertulis bahwa dosen pembimbing telah menyetujui proposal atau skripsi mahasiswa.', '[Dokumen Akademik] SK Perubahan Nama Prodi: Surat Keputusan (SK) Perubahan Nama Program Studi Informatika. Dokumen ini penting untuk validasi ijazah lama atau administrasi yang memerlukan riwayat perubahan nama prodi.', '[Administrasi Skripsi] Berita Acara Sempro: Berita Acara Seminar Proposal. Formulir ini wajib dibawa dan diisi saat pelaksanaan Seminar Proposal Skripsi.', '[Administrasi Skripsi] Berita Acara Sidang: Berita Acara Ujian Skripsi Informatika. Formulir kelengkapan administrasi untuk pelaksanaan Sidang Skripsi.', '[Dokumen Akademik] Surat Lulus Praktikum: Surat Keterangan Lulus Praktikum. Dokumen yang menyatakan mahasiswa telah menyelesaikan seluruh beban praktikum. Syarat untuk mendaftar skripsi/yudisium.', '[Administrasi Skripsi] Form Daftar Sempro: Form Pendaftaran Ujian Proposal. Formulir yang harus diisi mahasiswa untuk mendaftar Seminar Proposal.', '[Fasilitas Umum] Gedung Kuliah: Fasilitas Gedung Perkuliahan UMSIDA. Ruang kelas yang nyaman untuk mendukung proses belajar mengajar.']","- [Dokumen Akademik] SK Alternatif Skripsi: Surat Keputusan (SK) Alternatif Pengganti Skripsi. Berisi aturan dan ketentuan mengenai jalur kelulusan non-skripsi bagi mahasiswa Informatika.
- Link Terkait: https://informatika.umsida.ac.id/wp-content/uploads/2024/02/984SK-Penetapan-Kegiatan-Alternatif-sebagai-Pengganti-Tesis-Skripsi-Tugas-Akhir_11zon.pdf","Ya, Surat Keputusan (SK) Alternatif Pengganti Skripsi berisi aturan mengenai jalur kelulusan non-skripsi dan dapat diunduh di sini: https://informatika.umsida.ac.id/wp-content/uploads/2024/02/984SK-Penetapan-Kegiatan-Alternatif-sebagai-Pengganti-Tesis-Skripsi-Tugas-Akhir_11zon.pdf",0.75,0.99999999995,1.0
Minta link download untuk Template Proposal Skripsi.,"['[Panduan Skripsi] Template Proposal: Template Proposal Skripsi Informatika. Dokumen ini berisi format baku, aturan margin, dan struktur penulisan proposal skripsi.', '[Panduan PKL] Format Proposal PKL: Format Penulisan Proposal PKL 2023. Panduan dan template untuk menyusun proposal Praktik Kerja Lapangan (Magang).', '[Administrasi Skripsi] Form Daftar Sempro: Form Pendaftaran Ujian Proposal. Formulir yang harus diisi mahasiswa untuk mendaftar Seminar Proposal.', '[Administrasi Skripsi] Berita Acara Sempro: Berita Acara Seminar Proposal. Formulir ini wajib dibawa dan diisi saat pelaksanaan Seminar Proposal Skripsi.', '[Administrasi Skripsi] Form Acc Dosbing: Form Persetujuan Dosen Pembimbing Skripsi. Bukti tertulis bahwa dosen pembimbing telah menyetujui proposal atau skripsi mahasiswa.', '[Download] Jadwal Praktikum Algoritma: Jadwal Praktikum Algoritma dan Struktur Data Semester Genap 2024/2025 dapat diunduh disini.', '[Download] Jadwal Praktikum Jarkom: Jadwal Praktikum Jaringan Komputer (Jarkom) Semester Genap 2024/2025 dapat diunduh disini.', '[Download] Jadwal Praktikum PBO: Jadwal Praktikum PBO (Pemrograman Berorientasi Objek) Semester Genap 2024/2025 dapat diunduh disini.', '[Administrasi Skripsi] Form Daftar Sidang: Form Pendaftaran Ujian Skripsi dan Alternatif Skripsi. Formulir untuk mendaftar sidang akhir atau jalur alternatif pengganti skripsi.', '[Administrasi Skripsi] Berita Acara Sidang: Berita Acara Ujian Skripsi Informatika. Formulir kelengkapan administrasi untuk pelaksanaan Sidang Skripsi.']",- [Template Proposal Skripsi Informatika](https://informatika.umsida.ac.id/wp-content/uploads/2024/02/template-proposal-skripsi-1.docx),Template Proposal Skripsi Informatika yang berisi format baku dan aturan penulisan dapat diunduh di: https://informatika.umsida.ac.id/wp-content/uploads/2024/02/template-proposal-skripsi-1.docx,1.0,0.9999999999,1.0
Dimana saya bisa mendapatkan formulir pendaftaran ujian proposal skripsi?,"['[Administrasi Skripsi] Form Daftar Sempro: Form Pendaftaran Ujian Proposal. Formulir yang harus diisi mahasiswa untuk mendaftar Seminar Proposal.', '[Panduan Skripsi] Template Proposal: Template Proposal Skripsi Informatika. Dokumen ini berisi format baku, aturan margin, dan struktur penulisan proposal skripsi.', '[Administrasi Skripsi] Form Acc Dosbing: Form Persetujuan Dosen Pembimbing Skripsi. Bukti tertulis bahwa dosen pembimbing telah menyetujui proposal atau skripsi mahasiswa.', '[Administrasi Skripsi] Berita Acara Sempro: Berita Acara Seminar Proposal. Formulir ini wajib dibawa dan diisi saat pelaksanaan Seminar Proposal Skripsi.', '[Panduan PKL] Format Proposal PKL: Format Penulisan Proposal PKL 2023. Panduan dan template untuk menyusun proposal Praktik Kerja Lapangan (Magang).', '[Administrasi Skripsi] Form Daftar Sidang: Form Pendaftaran Ujian Skripsi dan Alternatif Skripsi. Formulir untuk mendaftar sidang akhir atau jalur alternatif pengganti skripsi.', '[Administrasi Skripsi] Berita Acara Sidang: Berita Acara Ujian Skripsi Informatika. Formulir kelengkapan administrasi untuk pelaksanaan Sidang Skripsi.', '[Fasilitas Umum] Gedung Kuliah: Fasilitas Gedung Perkuliahan UMSIDA. Ruang kelas yang nyaman untuk mendukung proses belajar mengajar.', '[Keuangan] Form Dispensasi SPP: Form Surat Permohonan Dispensasi SPP. Digunakan untuk mengajukan keringanan atau penundaan pembayaran SPP.', '[Dokumen Akademik] SK Alternatif Skripsi: Surat Keputusan (SK) Alternatif Pengganti Skripsi. Berisi aturan dan ketentuan mengenai jalur kelulusan non-skripsi bagi mahasiswa Informatika.']",- Bisa diunduh dari link [Administrasi Skripsi] Form Daftar Sempro: Form Pendaftaran Ujian Proposal di sini: https://informatika.umsida.ac.id/wp-content/uploads/2024/02/FORM-DAFTAR-UJIAN-PROPOSAL-SKRIPSI-FST.pdf,Form Pendaftaran Ujian Proposal Skripsi dapat diunduh melalui tautan berikut: https://informatika.umsida.ac.id/wp-content/uploads/2024/02/FORM-DAFTAR-UJIAN-PROPOSAL-SKRIPSI-FST.pdf,0.25,0.9999999999,0.0
Bagaimana format penulisan proposal PKL? Apakah ada panduannya?,"['[Panduan PKL] Format Proposal PKL: Format Penulisan Proposal PKL 2023. Panduan dan template untuk menyusun proposal Praktik Kerja Lapangan (Magang).', '[Panduan Skripsi] Template Proposal: Template Proposal Skripsi Informatika. Dokumen ini berisi format baku, aturan margin, dan struktur penulisan proposal skripsi.', '[Administrasi Skripsi] Form Daftar Sempro: Form Pendaftaran Ujian Proposal. Formulir yang harus diisi mahasiswa untuk mendaftar Seminar Proposal.', '[Administrasi Skripsi] Form Acc Dosbing: Form Persetujuan Dosen Pembimbing Skripsi. Bukti tertulis bahwa dosen pembimbing telah menyetujui proposal atau skripsi mahasiswa.', '[Administrasi Skripsi] Berita Acara Sempro: Berita Acara Seminar Proposal. Formulir ini wajib dibawa dan diisi saat pelaksanaan Seminar Proposal Skripsi.', '[Administrasi Skripsi] Form Daftar Sidang: Form Pendaftaran Ujian Skripsi dan Alternatif Skripsi. Formulir untuk mendaftar sidang akhir atau jalur alternatif pengganti skripsi.', '[MBKM] Proyek Independen: Program MBKM: Studi Proyek Independen. Mengembangkan proyek sosial berkelompok untuk memecahkan masalah masyarakat.', '[MBKM] Pertukaran Mahasiswa: Program MBKM: Pertukaran Mahasiswa. Belajar di perguruan tinggi lain selama 1 semester untuk meningkatkan softskills & persatuan. Nilai SKS disetarakan.', '[Dokumen Akademik] Surat Lulus Praktikum: Surat Keterangan Lulus Praktikum. Dokumen yang menyatakan mahasiswa telah menyelesaikan seluruh beban praktikum. Syarat untuk mendaftar skripsi/yudisium.', '[Profil Prodi] Profil Lulusan: Profil Lulusan Informatika UMSIDA: 1. Berkarakter uswah & inovatif. 2. Mampu analisis computing & solusi dinamis. 3. Mampu desain & implementasi solusi mandiri. 4. Komunikasi baik & profesional.']","- Format Penulisan Proposal PKL 2023 dapat diunduh dari link [Format Penulisan Proposal PKL 2023](https://informatika.umsida.ac.id/wp-content/uploads/2024/02/Format_Penulisan_PROPOSAL_PKL-1-1.docx).
- Panduan dan template untuk menyusun proposal Praktik Kerja Lapangan (Magang) dapat dilihat di dokumen tersebut.",Format Penulisan Proposal PKL 2023 tersedia sebagai panduan dan template yang dapat diunduh di sini: https://informatika.umsida.ac.id/wp-content/uploads/2024/02/Format_Penulisan_PROPOSAL_PKL-1-1.docx,0.5,0.9999999999,0.0
Apa fungsi dari surat keterangan lulus praktikum dan dimana downloadnya?,"['[Dokumen Akademik] Surat Lulus Praktikum: Surat Keterangan Lulus Praktikum. Dokumen yang menyatakan mahasiswa telah menyelesaikan seluruh beban praktikum. Syarat untuk mendaftar skripsi/yudisium.', '[Download] Jadwal Praktikum Jarkom: Jadwal Praktikum Jaringan Komputer (Jarkom) Semester Genap 2024/2025 dapat diunduh disini.', '[Download] Jadwal Praktikum Algoritma: Jadwal Praktikum Algoritma dan Struktur Data Semester Genap 2024/2025 dapat diunduh disini.', '[Download] Jadwal Praktikum PBO: Jadwal Praktikum PBO (Pemrograman Berorientasi Objek) Semester Genap 2024/2025 dapat diunduh disini.', '[Download] Jadwal Praktikum Basis Data: Jadwal Praktikum Basis Data Semester Genap 2024/2025 dapat diunduh disini.', '[Profil Prodi] Profil Lulusan: Profil Lulusan Informatika UMSIDA: 1. Berkarakter uswah & inovatif. 2. Mampu analisis computing & solusi dinamis. 3. Mampu desain & implementasi solusi mandiri. 4. Komunikasi baik & profesional.', '[Fasilitas Umum] Gedung Kuliah: Fasilitas Gedung Perkuliahan UMSIDA. Ruang kelas yang nyaman untuk mendukung proses belajar mengajar.', '[Fasilitas Umum] Perpustakaan: Fasilitas Ruang Baca dan Perpustakaan UMSIDA. Menyediakan referensi dan literasi bagi mahasiswa.', '[Fasilitas] Lab Komputasi: Laboratorium Komputasi Informatika UMSIDA. Fokus utama: Menunjang praktikum tingkat lanjut dan penelitian skripsi.', ""[Sertifikasi] Pelatihan dan Sertifikasi: Kegiatan Penunjang: Pelatihan & Workshop rutin (Web Dev, Python, Machine Learning) dan Sertifikasi Profesi (LSP) skema 'Junior Network Administrator' berlisensi BNSP.""]","- Fungsi dari surat keterangan lulus praktikum adalah menyatakan bahwa mahasiswa telah menyelesaikan seluruh beban praktikum.
- Syarat untuk mendaftar skripsi/yudisium.
- Surat keterangan lulus praktikum dapat diunduh melalui link: https://informatika.umsida.ac.id/wp-content/uploads/2024/02/SURAT-PERNYATAAN-LULUS-PRAKTIKUM-1-1.pdf",Surat Keterangan Lulus Praktikum menyatakan bahwa mahasiswa telah menyelesaikan seluruh beban praktikum dan menjadi syarat mendaftar skripsi/yudisium. Dokumennya dapat diunduh di: https://informatika.umsida.ac.id/wp-content/uploads/2024/02/SURAT-PERNYATAAN-LULUS-PRAKTIKUM-1-1.pdf,0.6666666666666666,0.59999999997,1.0
"Saya ingin mengajukan dispensasi SPP, apakah ada formulirnya?","['[Keuangan] Form Dispensasi SPP: Form Surat Permohonan Dispensasi SPP. Digunakan untuk mengajukan keringanan atau penundaan pembayaran SPP.', '[Administrasi Skripsi] Form Acc Dosbing: Form Persetujuan Dosen Pembimbing Skripsi. Bukti tertulis bahwa dosen pembimbing telah menyetujui proposal atau skripsi mahasiswa.', '[Administrasi Skripsi] Form Daftar Sempro: Form Pendaftaran Ujian Proposal. Formulir yang harus diisi mahasiswa untuk mendaftar Seminar Proposal.', '[Administrasi Skripsi] Form Daftar Sidang: Form Pendaftaran Ujian Skripsi dan Alternatif Skripsi. Formulir untuk mendaftar sidang akhir atau jalur alternatif pengganti skripsi.', '[Administrasi Skripsi] Berita Acara Sempro: Berita Acara Seminar Proposal. Formulir ini wajib dibawa dan diisi saat pelaksanaan Seminar Proposal Skripsi.', '[Administrasi Skripsi] Berita Acara Sidang: Berita Acara Ujian Skripsi Informatika. Formulir kelengkapan administrasi untuk pelaksanaan Sidang Skripsi.', '[Fasilitas Umum] Kantin: Fasilitas Kantin Universitas UMSIDA. Pusat kuliner yang higienis untuk mahasiswa.', '[Dokumen Akademik] Sertifikat Akreditasi: Dokumen Sertifikat Akreditasi Program Studi Informatika UMSIDA. Dokumen ini digunakan sebagai bukti legalitas status akreditasi prodi untuk keperluan melamar kerja atau studi lanjut.', '[Dokumen Akademik] SK Perubahan Nama Prodi: Surat Keputusan (SK) Perubahan Nama Program Studi Informatika. Dokumen ini penting untuk validasi ijazah lama atau administrasi yang memerlukan riwayat perubahan nama prodi.', '[Profil Prodi] Tujuan Prodi: Tujuan Program Studi Informatika: Menghasilkan lulusan unggul, produk penelitian pendukung pembelajaran, teknologi tepat guna, serta kerjasama pendidikan yang berkelanjutan.']","- Form Dispensasi SPP: Form Surat Permohonan Dispensasi SPP.
- Link Terkait: https://informatika.umsida.ac.id/wp-content/uploads/2024/02/Format-Surat-Permohonan-Dispensasi-SPP-TA-Ganjil-2023-2024-1.docx","Ya, Form Surat Permohonan Dispensasi SPP untuk mengajukan keringanan atau penundaan pembayaran dapat diunduh di: https://informatika.umsida.ac.id/wp-content/uploads/2024/02/Format-Surat-Permohonan-Dispensasi-SPP-TA-Ganjil-2023-2024-1.docx",0.5,0.9999999999,0.0
Apa peran HIMATIKA bagi mahasiswa?,"['[Organisasi] HIMATIKA: Himpunan Mahasiswa Informatika (HIMATIKA). Wadah pengembangan pola pikir, kepribadian, dan potensi intelektual mahasiswa berlandaskan nilai Islam.', '[Fasilitas Umum] Perpustakaan: Fasilitas Ruang Baca dan Perpustakaan UMSIDA. Menyediakan referensi dan literasi bagi mahasiswa.', '[Fasilitas Umum] Gedung Kuliah: Fasilitas Gedung Perkuliahan UMSIDA. Ruang kelas yang nyaman untuk mendukung proses belajar mengajar.', '[MBKM] Pertukaran Mahasiswa: Program MBKM: Pertukaran Mahasiswa. Belajar di perguruan tinggi lain selama 1 semester untuk meningkatkan softskills & persatuan. Nilai SKS disetarakan.', '[Dokumen Akademik] Surat Lulus Praktikum: Surat Keterangan Lulus Praktikum. Dokumen yang menyatakan mahasiswa telah menyelesaikan seluruh beban praktikum. Syarat untuk mendaftar skripsi/yudisium.', '[Fasilitas Umum] Kantin: Fasilitas Kantin Universitas UMSIDA. Pusat kuliner yang higienis untuk mahasiswa.', '[Fasilitas Umum] Masjid Kampus: Fasilitas Masjid Kampus UMSIDA. Tempat ibadah yang nyaman bagi civitas akademika.', '[Dokumen Akademik] Sertifikat Akreditasi: Dokumen Sertifikat Akreditasi Program Studi Informatika UMSIDA. Dokumen ini digunakan sebagai bukti legalitas status akreditasi prodi untuk keperluan melamar kerja atau studi lanjut.', '[Dokumen Akademik] SK Perubahan Nama Prodi: Surat Keputusan (SK) Perubahan Nama Program Studi Informatika. Dokumen ini penting untuk validasi ijazah lama atau administrasi yang memerlukan riwayat perubahan nama prodi.', '[MBKM] Magang Bersertifikat: Program MBKM: Magang Bersertifikat (1-2 Semester). Memberikan pengalaman industri agar siap kerja. Industri mendapatkan talenta, mahasiswa mengaplikasikan ilmu.']","- Wadah pengembangan pola pikir, kepribadian, dan potensi intelektual mahasiswa berlandaskan nilai Islam.
- Himpunan Mahasiswa Informatika (HIMATIKA) adalah organisasi yang bertujuan untuk mengembangkan potensi mahasiswa.","HIMATIKA (Himpunan Mahasiswa Informatika) adalah wadah pengembangan pola pikir, kepribadian, dan potensi intelektual mahasiswa Informatika yang berlandaskan nilai-nilai Islam.",1.0,0.9999999999,1.0
Apa itu ASLAB dan apa saja tugasnya?,"['[Organisasi] ASLAB: Asisten Laboratorium Informatika (ASLAB). Organisasi yang bertugas mewujudkan laboratorium bermutu, menyelenggarakan praktikum, dan sarana penelitian.', '[Fasilitas Umum] Kantin: Fasilitas Kantin Universitas UMSIDA. Pusat kuliner yang higienis untuk mahasiswa.', '[Fasilitas] Lab Algoritma: Laboratorium Algoritma dan Pemrograman (Informatika UMSIDA). Fokus utama: Penunjang praktikum dasar, penelitian skripsi mahasiswa, dan riset dosen.', '[Fasilitas] Lab Komputasi: Laboratorium Komputasi Informatika UMSIDA. Fokus utama: Menunjang praktikum tingkat lanjut dan penelitian skripsi.', '[Dokumen Akademik] Surat Lulus Praktikum: Surat Keterangan Lulus Praktikum. Dokumen yang menyatakan mahasiswa telah menyelesaikan seluruh beban praktikum. Syarat untuk mendaftar skripsi/yudisium.', '[Fasilitas] Lab Jaringan: Laboratorium Jaringan / Siskom (Informatika UMSIDA). Fokus utama: Analisis jaringan, perekayasaan sistem, dan evaluasi sistem jaringan komputer.', '[Fasilitas Umum] Masjid Kampus: Fasilitas Masjid Kampus UMSIDA. Tempat ibadah yang nyaman bagi civitas akademika.', '[Fasilitas Umum] Gedung Kuliah: Fasilitas Gedung Perkuliahan UMSIDA. Ruang kelas yang nyaman untuk mendukung proses belajar mengajar.', '[Administrasi Skripsi] Berita Acara Sidang: Berita Acara Ujian Skripsi Informatika. Formulir kelengkapan administrasi untuk pelaksanaan Sidang Skripsi.', '[Layanan] Formulir Surat Online: Layanan Administrasi Surat Online Informatika. Mahasiswa dapat mengajukan Surat Aktif Kuliah, Surat Magang, Penelitian, dan Tugas Akhir melalui formulir ini.']","- ASLAB adalah Asisten Laboratorium Informatika (ASLAB).
- Organisasi yang bertugas mewujudkan laboratorium bermutu.
- Menyelenggarakan praktikum.
- Menyediakan sarana penelitian.","ASLAB adalah Asisten Laboratorium Informatika, sebuah organisasi yang bertugas mewujudkan laboratorium bermutu, menyelenggarakan praktikum, dan menyediakan sarana penelitian.",1.0,0.7222222221981481,1.0
Apa saja mata kuliah di semester 8?,"['[Kurikulum] Matkul Semester 8: Mata Kuliah Semester 8 Informatika: Fokus pengerjaan Skripsi (6 SKS).', '[Kurikulum] Matkul Semester 7: Mata Kuliah Semester 7 Informatika: Kewarganegaraan, B.Inggris, B.Indonesia, Pancasila, Etika Profesi, serta Mata Kuliah Pilihan (Multimedia, Game Prog, Web Mining, Ethical Hacking).', '[Kurikulum] Matkul Semester 6: Mata Kuliah Semester 6 Informatika: Kewirausahaan, Machine Learning, Optimasi, Citra Digital, KKN, serta Mata Kuliah Pilihan (IoT, Keamanan Sistem, Terdistribusi, Manajemen Proyek).', '[Kurikulum] Matkul Semester 4: Mata Kuliah Semester 4 Informatika: Sains Islam, Metode Numerik, Statistika, Jaringan Komputer, PBO, Audit Sistem, App Web.', '[Kurikulum] Matkul Semester 5: Mata Kuliah Semester 5 Informatika: RPL, Pemodelan Game, Magang Industri, Grafika Komputer, AI, Mobile Programming, Data Mining, Metopen.', '[Kurikulum] Matkul Semester 2: Mata Kuliah Semester 2 Informatika: Ibadah Akhlak, Algoritma & Struktur Data, Basis Data, Interaksi Manusia Komputer, Matematika Diskrit, Teori Bahasa Otomata.', '[Kurikulum] Matkul Semester 1: Mata Kuliah Semester 1 Informatika: Kemanusiaan dan Keimanan, Algoritma dan Pemrograman, Sistem Digital, Arsitektur Komputer, Kalkulus, Fisika.', '[Kurikulum] Matkul Semester 3: Mata Kuliah Semester 3 Informatika: Kemuhammadiyahan, Pemrograman Web, Matematika Rekayasa, Aljabar Linier, Sistem Informasi, Sistem Operasi.', '[Fasilitas Umum] Kantin: Fasilitas Kantin Universitas UMSIDA. Pusat kuliner yang higienis untuk mahasiswa.', '[Fasilitas Umum] Gedung Kuliah: Fasilitas Gedung Perkuliahan UMSIDA. Ruang kelas yang nyaman untuk mendukung proses belajar mengajar.']",- Fokus pengerjaan Skripsi (6 SKS),Mata kuliah di Semester 8 hanya berfokus pada pengerjaan Skripsi dengan bobot 6 SKS.,1.0,0.9999999999,1.0
Apakah ada form persetujuan dosen pembimbing skripsi?,"['[Administrasi Skripsi] Form Acc Dosbing: Form Persetujuan Dosen Pembimbing Skripsi. Bukti tertulis bahwa dosen pembimbing telah menyetujui proposal atau skripsi mahasiswa.', '[Administrasi Skripsi] Form Daftar Sidang: Form Pendaftaran Ujian Skripsi dan Alternatif Skripsi. Formulir untuk mendaftar sidang akhir atau jalur alternatif pengganti skripsi.', '[Administrasi Skripsi] Form Daftar Sempro: Form Pendaftaran Ujian Proposal. Formulir yang harus diisi mahasiswa untuk mendaftar Seminar Proposal.', '[Administrasi Skripsi] Berita Acara Sidang: Berita Acara Ujian Skripsi Informatika. Formulir kelengkapan administrasi untuk pelaksanaan Sidang Skripsi.', '[Administrasi Skripsi] Berita Acara Sempro: Berita Acara Seminar Proposal. Formulir ini wajib dibawa dan diisi saat pelaksanaan Seminar Proposal Skripsi.', '[Dokumen Akademik] Sertifikat Akreditasi: Dokumen Sertifikat Akreditasi Program Studi Informatika UMSIDA. Dokumen ini digunakan sebagai bukti legalitas status akreditasi prodi untuk keperluan melamar kerja atau studi lanjut.', '[Dokumen Akademik] SK Alternatif Skripsi: Surat Keputusan (SK) Alternatif Pengganti Skripsi. Berisi aturan dan ketentuan mengenai jalur kelulusan non-skripsi bagi mahasiswa Informatika.', '[Keuangan] Form Dispensasi SPP: Form Surat Permohonan Dispensasi SPP. Digunakan untuk mengajukan keringanan atau penundaan pembayaran SPP.', '[Administrasi Akademik] Form Revisi Nilai: Surat Keterangan Revisi Nilai. Formulir pengajuan perbaikan nilai mata kuliah jika terjadi kesalahan input atau setelah perbaikan.', '[Panduan Skripsi] Template Proposal: Template Proposal Skripsi Informatika. Dokumen ini berisi format baku, aturan margin, dan struktur penulisan proposal skripsi.']",- Form Persetujuan Dosen Pembimbing Skripsi dapat diunduh dari link [Form Persetujuan Dosen Pembimbing Skripsi](https://informatika.umsida.ac.id/wp-content/uploads/2024/05/Form-Persetujuan-Dosen-Pembimbing-Skripsi_New.docx).,"Ya, Form Persetujuan Dosen Pembimbing Skripsi sebagai bukti tertulis persetujuan dosbing dapat diunduh di: https://informatika.umsida.ac.id/wp-content/uploads/2024/05/Form-Persetujuan-Dosen-Pembimbing-Skripsi_New.docx",,,
